"player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","return_tds","return_tds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","fg_0019","fg_0019_sd","fg_2029","fg_2029_sd","fg_3039","fg_3039_sd","fg_4049","fg_4049_sd","fg_50","fg_50_sd","xp","xp_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","idp_solo","idp_solo_sd","idp_sack","idp_sack_sd","idp_int","idp_int_sd","idp_pd","idp_pd_sd","idp_td","idp_td_sd","draft_year","birthdate","injury_status","injury_details","season_year","week"
"Dexter Lawrence","NYG","DL","14159","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5722020905923,4.08055801860658,2.41676655052265,0.781248495406928,0.00917073170731707,0.0194409183048953,1.03868292682927,0.831239039434411,0,0,2019,1997-11-12,NA,NA,NA,NA
"Kerry Wynn","CIN","DL","12008","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8055415162455,7.4779698538984,2.03744584837545,1.01451434778609,0.109864620938628,0.207386910873399,0.903258122743682,0.939759451990723,0,0,2014,1991-02-12,"Q","Concussion",2019,0
"Kerry Wynn","FA","DL","12008","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8055415162455,7.4779698538984,2.03744584837545,1.01451434778609,0.109864620938628,0.207386910873399,0.903258122743682,0.939759451990723,0,0,2014,1991-02-12,"Q","Concussion",2019,0
"Quinnen Williams","NYJ","DL","14157","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.582668989547,6.02027722584695,4.92413240418119,2.58998894182497,0.0206341463414634,0.0437420661860143,2.09459233449477,0.685336184697573,0,0,2019,1997-12-21,NA,NA,NA,NA
"Christian Wilkins","MIA","DL","14162","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5913267148014,8.71737126455976,3.65333935018051,2.8279744777608,0.359873646209386,0.566984637293395,1.81956678700361,2.07029721712484,0,0,2019,1970-01-01,NA,NA,NA,NA
"L.J. Collier","SEA","DL","14155","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5901985559567,7.66377608754443,3.53101083032491,2.40175045487251,0.06235559566787,0.117706084549767,1.69129963898917,1.60318998373854,0,0,2019,1995-09-12,NA,NA,NA,NA
"Lawrence Guy","NE","DL","10457","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.7937770034843,3.70171187871717,1.29077351916376,0.262173643882625,0,0,0.266404181184669,0.508154072202431,0,0,2011,1990-03-17,NA,NA,NA,NA
"Jerry Hughes","BUF","DL","9853","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.9985559566787,1.18840808643617,6.82689530685921,0.951913178193814,0,0,2.52740974729242,0.796822146971889,0,0,2010,1988-08-13,"Q","Groin",2019,0
"Malik Jackson","PHI","DL","10846","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.738244170096,0.410121933088196,6.08076817558299,1.75362481734264,0,0,2.63777777777778,2.29102597104441,0,0,2012,1990-01-11,"Q","Foot",2019,0
"David Irving","FA","DL","12536","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9990371389271,20.4353859762912,3.6433287482806,5.72756492761103,0,0,1.84415405777166,2.89913780286484,0,0,NA,NA,NA,NA,NA,NA
"Darius Philon","FA","DL","12343","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8191196698762,20.1525432638166,1.66423658872077,2.61629509039023,0,0,0.134938101788171,0.212132034355964,0,0,2015,1994-01-22,NA,NA,NA,NA
"Andrew Billings","CIN","DL","12699","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.425393728223,4.76767641851001,3.00063414634146,0.519819877232855,0,0,0.198766550522648,0.255536876611076,0,0,2016,1995-06-03,NA,NA,NA,NA
"Andrew Billings","CLE","DL","12699","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.425393728223,4.76767641851001,3.00063414634146,0.519819877232855,0,0,0.198766550522648,0.255536876611076,0,0,2016,1995-06-03,NA,NA,NA,NA
"Maliek Collins","DAL","DL","12754","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.0410425240055,10.8753022946491,4.93871056241427,1.47078210486802,0.0812345679012346,0.127279220613579,0.302373113854595,0.473761543394987,0,0,2016,1995-04-08,NA,NA,NA,NA
"Maliek Collins","LVR","DL","12754","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.0410425240055,10.8753022946491,4.93871056241427,1.47078210486802,0.0812345679012346,0.127279220613579,0.302373113854595,0.473761543394987,0,0,2016,1995-04-08,NA,NA,NA,NA
"Charles Harris","MIA","DL","13204","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9923295454545,2.18020311529318,5.31793560606061,1.96130072897674,0.0249242424242424,0.0454830163723521,1.17304924242424,0.700136524620045,0,0,2017,NA,NA,NA,NA,NA
"Charles Harris","ATL","DL","13204","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9923295454545,2.18020311529318,5.31793560606061,1.96130072897674,0.0249242424242424,0.0454830163723521,1.17304924242424,0.700136524620045,0,0,2017,NA,NA,NA,NA,NA
"Romeo Okwara","DET","DL","12948","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.0470848375451,1.20919243722843,6.57091155234657,0.854116476880614,0.0237545126353791,0.044840413161816,0.894350180505415,0.925729471346705,0,0,2016,1995-06-17,NA,NA,NA,NA
"Ed Oliver","BUF","DL","14158","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.1948555956679,3.23983265393415,5.08320397111913,1.19234599927325,0.0178158844765343,0.033630309871362,2.54752707581227,1.30477899362176,0,0,2019,1997-12-12,NA,NA,NA,NA
"Michael Pierce","BAL","DL","12952","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.1954982578397,13.2259127455745,0.687212543554007,0.769606506055899,0.0366829268292683,0.077763673219581,0.677693379790941,0.494795310510361,0,0,2016,1992-11-06,NA,NA,NA,NA
"Michael Pierce","MIN","DL","12952","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.1954982578397,13.2259127455745,0.687212543554007,0.769606506055899,0.0366829268292683,0.077763673219581,0.677693379790941,0.494795310510361,0,0,2016,1992-11-06,NA,NA,NA,NA
"Adam Gotsis","DEN","DL","12751","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7458032490975,2.73139168466725,2.77614620938628,0.521269803006111,0,0,1.89321299638989,1.74612208004294,0,0,2016,1992-09-23,"Q","Knee - ACL",2019,0
"Adam Gotsis","FA","DL","12751","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7458032490975,2.73139168466725,2.77614620938628,0.521269803006111,0,0,1.89321299638989,1.74612208004294,0,0,2016,1992-09-23,"Q","Knee - ACL",2019,0
"Gerald McCoy","CAR","DL","9819","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.8931275720165,3.45775216000222,6.77886145404664,0.346482322781408,0.0180521262002743,0.0282842712474619,2.65511659807956,2.10717820793591,0,0,2010,1988-02-25,NA,NA,NA,NA
"Gerald McCoy","DAL","DL","9819","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.8931275720165,3.45775216000222,6.77886145404664,0.346482322781408,0.0180521262002743,0.0282842712474619,2.65511659807956,2.10717820793591,0,0,2010,1988-02-25,NA,NA,NA,NA
"Geno Atkins","CIN","DL","9868","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.6488153310105,2.7878269927074,7.93393031358885,1.32297535737678,0,0,1.39707317073171,1.85035081046909,0,0,2010,1988-03-28,NA,NA,NA,NA
"Mike Daniels","DET","DL","10841","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3937184115523,7.60825309591204,4.17406137184116,1.46306656635227,0,0,0.475676895306859,0.514526410194889,0,0,2012,1989-05-05,"Q","Arm",2019,0
"Mike Daniels","FA","DL","10841","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3937184115523,7.60825309591204,4.17406137184116,1.46306656635227,0,0,0.475676895306859,0.514526410194889,0,0,2012,1989-05-05,"Q","Arm",2019,0
"Bruce Irvin","CAR","DL","10766","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8445574912892,4.67474462738478,7.07587456445993,1.1026182753169,0,0,1.24895470383275,1.29861887194902,0,0,2012,1990-01-11,NA,NA,NA,NA
"Bruce Irvin","SEA","DL","10766","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8445574912892,4.67474462738478,7.07587456445993,1.1026182753169,0,0,1.24895470383275,1.29861887194902,0,0,2012,1990-01-11,NA,NA,NA,NA
"Sheldon Rankins","NO","DL","12735","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2708600770218,12.0208152801713,4.95956354300385,2.12132034355964,0,0,1.45956354300385,2.12132034355964,0,0,2016,1994-04-02,"Q","Ankle",2019,0
"Arden Key","OAK","DL","13682","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.3099458483754,1.15871798301971,3.8528880866426,1.42115463721561,0.0207851985559567,0.039235361516589,1.71858303249097,1.09068226715884,0,0,2018,1996-05-03,NA,NA,NA,NA
"Arden Key","LVR","DL","13682","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.3099458483754,1.15871798301971,3.8528880866426,1.42115463721561,0.0207851985559567,0.039235361516589,1.71858303249097,1.09068226715884,0,0,2018,1996-05-03,NA,NA,NA,NA
"Tyson Alualu","PIT","DL","9875","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.8494981060606,9.82966697799276,1.17554924242424,1.06473199358655,0.0405018939393939,0.0739099016050722,0.20874053030303,0.380920262118449,0,0,2010,1987-05-12,NA,NA,NA,NA
"Eddie Goldman","CHI","DL","12271","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.7380776173285,1.01224065832012,2.90898916967509,0.63746381299121,0,0,1.43179602888087,1.85694530534238,0,0,NA,NA,NA,NA,NA,NA
"Olsen Pierre",NA,"DL","12966","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.0742613636364,8.965982032823,2.88852272727273,2.03119028283272,0.00623106060606061,0.011370754093088,1.20752840909091,1.63121012378719,0,0,NA,NA,NA,NA,NA,NA
"DaQuan Jones","TEN","DL","11793","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.575031358885,3.78127718570781,1.65504529616725,0.477727675221077,0.0894146341463415,0.189548953472729,0.895637630662021,0.766674934566918,0,0,2014,1991-12-17,NA,NA,NA,NA
"Brandon Williams","BAL","DL","11360","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.1609547038328,13.1188728865992,0.875142857142857,0.771978833046266,0.0320975609756098,0.0680432140671334,1.12639721254355,0.95353178201319,0,0,2013,1989-02-21,NA,NA,NA,NA
"Allen Bailey","ATL","DL","10275","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5121750902527,15.2511708549003,2.84991877256318,2.67207310177796,0.06235559566787,0.117706084549767,0.600388086642599,0.557241774926618,0,0,2011,1989-03-25,NA,NA,NA,NA
"Malcom Brown","NO","DL","12173","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2520766550523,3.79524689975907,1.82978397212544,0.82993342228401,0,0,0.280466898954704,0.518283809269081,0,0,2015,1994-02-02,NA,NA,NA,NA
"Emmanuel Ogbah","KC","DL","12691","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2064891696751,11.9630122919613,3.99361913357401,2.65167278600285,0.0178158844765343,0.033630309871362,2.66302346570397,1.79606424172662,0,0,2016,1993-11-06,NA,NA,NA,NA
"Emmanuel Ogbah","MIA","DL","12691","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2064891696751,11.9630122919613,3.99361913357401,2.65167278600285,0.0178158844765343,0.033630309871362,2.66302346570397,1.79606424172662,0,0,2016,1993-11-06,NA,NA,NA,NA
"Bilal Nichols","CHI","DL","13777","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.4435321969697,4.28624150423628,4.76748106060606,0.203952117724059,0,0,0.396893939393939,0.515827220500064,0,0,2018,1996-09-14,NA,NA,NA,NA
"Stephen Weatherly","MIN","DL","12841","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7723646209386,5.77452679000916,3.49031588447653,1.22307927106142,0,0,0.51427797833935,0.51678203046263,0,0,2016,1994-03-19,NA,NA,NA,NA
"Stephen Weatherly","CAR","DL","12841","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7723646209386,5.77452679000916,3.49031588447653,1.22307927106142,0,0,0.51427797833935,0.51678203046263,0,0,2016,1994-03-19,NA,NA,NA,NA
"D.J. Reader","HOU","DL","12802","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9156097560976,1.82892117969907,2.06003484320558,1.30662391047091,0.0412682926829268,0.0874841323720286,1.07700348432056,2.0408476348165,0,0,2016,1994-07-01,NA,NA,NA,NA
"D.J. Reader","CIN","DL","12802","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9156097560976,1.82892117969907,2.06003484320558,1.30662391047091,0.0412682926829268,0.0874841323720286,1.07700348432056,2.0408476348165,0,0,2016,1994-07-01,NA,NA,NA,NA
"Derrick Nnadi","KC","DL","13745","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.0653086419753,2.60922402257836,1.47363511659808,0.197989898732233,0.0225651577503429,0.0353553390593274,0.117338820301783,0.183847763108502,0,0,2018,1996-05-09,NA,NA,NA,NA
"Sebastian Joseph","LAR","DL","13810","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5205587121212,10.5515333095688,1.04955492424242,1.75404965112245,0.0186931818181818,0.0341122622792641,0.643020833333333,0.617327450307295,0,0,2018,1995-03-21,NA,NA,NA,NA
"Ronald Blair","SF","DL","12794","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8626444159178,9.82878425849301,4.5,0,0,0,0,0,0,0,2016,1993-01-21,"Q","Knee - ACL",2019,0
"Marcus Davenport","NO","DL","13688","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3995667870036,0.75368899345638,7.65716606498195,1.34075260555266,0.06235559566787,0.117706084549767,2.73233754512635,1.45448430751675,0,0,2018,1996-09-04,NA,NA,NA,NA
"Zach Allen","ARI","DL","14153","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6623646209386,11.2109970388139,2.7062274368231,2.94730028182393,0.00296931407942238,0.00560505164522701,0.749440433212996,1.11149835268868,0,0,2019,1997-08-20,NA,NA,NA,NA
"Henry Anderson","NYJ","DL","12288","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.141818815331,2.98371738391057,5.40965853658537,1.22974173109529,0,0,2.82583972125436,0.831552692932244,0,0,2015,1991-08-03,NA,NA,NA,NA
"Mario Addison","CAR","DL","10554","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.4173101045296,2.20821669293028,9.10647386759582,1.53317683007013,0,0,1.95951219512195,2.93901526117741,0,0,2011,1987-09-06,NA,NA,NA,NA
"Mario Addison","BUF","DL","10554","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.4173101045296,2.20821669293028,9.10647386759582,1.53317683007013,0,0,1.95951219512195,2.93901526117741,0,0,2011,1987-09-06,NA,NA,NA,NA
"Deatrich Wise","NE","DL","13296","weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7821393728223,4.15421042292343,5.68303135888502,1.93933918085019,0,0,0.084411149825784,0.139258024511449,0,0,2017,1994-07-26,NA,NA,NA,NA
